nodeId,uri,name,label,embedding
1903,http://www.wikidata.org/entity/Q742333,history painting,[Genre],"[0.42876124382019043,-0.40425682067871094,-0.5099252462387085,0.18707463145256042,0.5166523456573486,-0.011825524270534515,-0.22122997045516968,0.11084438860416412,-0.15780696272850037,0.0889463722705841]"
1904,http://www.wikidata.org/entity/Q1412773,Tobias,[Keyword],"[0.45173752307891846,0.11246611177921295,-0.5469968318939209,0.07171750068664551,-0.31012752652168274,-0.5633078813552856,-0.10275566577911377,0.6433984041213989,-0.5933858752250671,-0.28288039565086365]"
1905,http://www.wikidata.org/entity/Q21946868,"Circumcision, copy after part of the Passion series for Frederik Hendrik",[],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1906,http://www.wikidata.org/entity/Q9370562,Jacob wrestling with the angel,[Paintings],"[0.4310581088066101,-0.4494110941886902,-0.32287776470184326,0.13154587149620056,0.49734169244766235,0.40313956141471863,0.03398638963699341,0.6018309593200684,-0.25175827741622925,-0.045980215072631836]"
1907,http://www.wikidata.org/entity/Q21469930,"Old Man in an Armchair, possibly a portrait of Jan Amos Comenius",[Paintings],"[0.771303653717041,0.0036517083644866943,-0.1502845287322998,0.28823602199554443,0.4703942835330963,0.34399688243865967,-0.3280763626098633,0.26346948742866516,-0.30307406187057495,-0.3323167860507965]"
1908,http://www.wikidata.org/entity/Q21528831,Nocturnal biblical scene,[Paintings],"[0.7107858657836914,-0.035985179245471954,-0.39445701241493225,-0.43965908885002136,0.7030761241912842,0.004922080785036087,-0.3809658885002136,0.6144680976867676,-0.32432809472084045,0.18175554275512695]"
1909,http://www.wikidata.org/entity/Q7232339,Portrait of a Young Man with a Golden Chain,[Paintings],"[0.3521021008491516,-0.39370784163475037,-0.5074193477630615,0.028125911951065063,0.5387969017028809,0.3441503047943115,-0.2330288290977478,0.16185584664344788,-0.6585162281990051,0.2608969807624817]"
1910,http://www.wikidata.org/entity/Q25709,Eurasian Bittern,[Keyword],"[0.5853171944618225,-0.29877471923828125,-0.41111499071121216,0.16232216358184814,0.10409384965896606,0.19697676599025726,0.03209295868873596,0.5956990122795105,-0.8320664167404175,-0.1704242080450058]"
1911,http://www.wikidata.org/entity/Q241210,Sophonisba,[Keyword],"[0.6894932389259338,0.020057737827301025,0.5271393060684204,-0.14557726681232452,0.48151838779449463,0.4934038519859314,-0.4611286222934723,0.5561707019805908,-0.10077120363712311,-0.2073671817779541]"
1912,http://www.wikidata.org/entity/Q18649144,Portrait of Floris Soop,[Paintings],"[0.7597429752349854,-0.021752268075942993,-0.22143402695655823,0.340462863445282,0.542409360408783,0.20120829343795776,-0.14551307260990143,0.18561884760856628,-0.11396075785160065,-0.19241154193878174]"
1913,http://www.wikidata.org/entity/Q16913601,Portrait of Catrina Hoogsaet,[Paintings],"[0.6143389940261841,-0.09959200024604797,-0.1621425449848175,0.16490942239761353,0.6755640506744385,0.34563103318214417,-0.28137844800949097,0.3169498145580292,-0.08837977051734924,-0.07398617267608643]"
1914,http://www.wikidata.org/entity/Q21979759,Woman wearing a turban holding a book,[],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1915,http://www.wikidata.org/entity/Q19850660,Christ on the cross,[Paintings],"[0.5894314646720886,-0.10055065900087357,-0.36906424164772034,-0.007075995206832886,0.01795881986618042,0.23714162409305573,-0.16321703791618347,0.26753392815589905,-0.2709498107433319,-0.24714839458465576]"
1916,http://www.wikidata.org/entity/Q21964276,"Head of a Woman, or Study for a figure in Rembrandt's lost 'Circumcision'",[],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1917,http://www.wikidata.org/entity/Q52502,Gothenburg Municipality,[City],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1918,http://www.wikidata.org/entity/Q21369078,Man in Oriental Dress,[Paintings],"[0.5936013460159302,-0.33313506841659546,-0.21351419389247894,0.20657086372375488,0.5610802173614502,0.28973594307899475,-0.22839784622192383,0.6327080726623535,-0.03276722878217697,0.15158364176750183]"
1919,http://www.wikidata.org/entity/Q21866316,Man in a Beret looking Left showing a Fist,[],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1920,http://www.wikidata.org/entity/Q21523408,Old Woman Praying,[Paintings],"[0.7280465364456177,-0.04320645332336426,-0.3193746507167816,0.049169763922691345,0.7306102514266968,0.03998873382806778,-0.6021724939346313,0.2624509930610657,0.059023961424827576,-0.14877024292945862]"
1921,http://www.wikidata.org/entity/Q187947,sheet music,[Keyword],"[0.9014683961868286,-0.18942685425281525,0.36382949352264404,-0.02874740958213806,0.6218365430831909,0.10506761074066162,-0.6704459190368652,0.20183932781219482,-0.3940742611885071,0.4570065140724182]"
1922,http://www.wikidata.org/entity/Q21468826,Portrait of a Man Seated,[Paintings],"[0.6948009729385376,-0.13600778579711914,-0.1579505205154419,0.2190280705690384,1.0225366353988647,0.27362412214279175,-0.1863633543252945,0.21496844291687012,-0.18645454943180084,-0.059308409690856934]"
1923,http://www.wikidata.org/entity/Q86255888,null,[],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1924,http://www.wikidata.org/entity/Q21468829,Portrait of a Woman holding Gloves,[Paintings],"[0.6948009729385376,-0.13600778579711914,-0.1579505205154419,0.2190280705690384,1.0225366353988647,0.27362412214279175,-0.1863633543252945,0.21496844291687012,-0.18645454943180084,-0.059308409690856934]"
1925,http://www.wikidata.org/entity/Q3537778,donkey,[Keyword],"[0.33629441261291504,-0.049438223242759705,-0.8886973857879639,0.5329238176345825,-0.075315922498703,0.19125746190547943,-0.1454334557056427,-0.2488013058900833,-0.6712750196456909,-0.08356648683547974]"
1926,http://www.wikidata.org/entity/Q20651198,Portrait of Titus van Rijn,[Paintings],"[0.6628531217575073,0.036651045083999634,-0.0730883777141571,0.2638210654258728,0.6588870286941528,0.013617269694805145,-0.38245150446891785,0.20817063748836517,-0.14022879302501678,-0.31576940417289734]"
1927,http://www.wikidata.org/entity/Q21477542,The Risen Christ,[Paintings],"[0.6637197732925415,-0.13253387808799744,-0.09645645320415497,-0.21548402309417725,0.7625380754470825,0.4379129111766815,-0.411979615688324,0.03444722294807434,-0.31634265184402466,-0.03418120741844177]"
1928,http://www.wikidata.org/entity/Q9288,Hebrew,[Keyword],"[0.6813939809799194,-0.4668915271759033,-0.6687995791435242,0.23270981013774872,-0.18892203271389008,-0.824567973613739,-0.21993209421634674,0.29875612258911133,0.006430834531784058,-0.36942625045776367]"
1929,http://www.wikidata.org/entity/Q21982777,Saskia,[],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1930,http://www.wikidata.org/entity/Q878,United Arab Emirates,[Country],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1931,http://www.wikidata.org/entity/Q2734060,reed,[Keyword],"[0.5121651887893677,-0.6988763213157654,-0.7659900784492493,0.22489005327224731,0.7220460772514343,0.01790936291217804,-0.4020540714263916,0.23261527717113495,0.5436540842056274,-0.06532041728496552]"
1932,http://www.wikidata.org/entity/Q2415378,schutterstuk,[Genre],"[0.39593055844306946,-0.1688292920589447,-0.07755560427904129,0.20244626700878143,-0.09223891794681549,0.01724112033843994,-0.13925185799598694,0.18128237128257751,-0.1200234591960907,-0.30362606048583984]"
1933,http://www.wikidata.org/entity/Q229432,Lucretia,[Keyword],"[0.764415979385376,-0.03544315695762634,0.2507929801940918,0.2981005311012268,0.48714444041252136,0.23627066612243652,0.37130147218704224,0.5858104825019836,-0.7176666855812073,-0.20897191762924194]"
1934,http://www.wikidata.org/entity/Q19905221,Man in a Red Cloak,[Paintings],"[0.6915801763534546,0.008783102035522461,-0.22177168726921082,0.3619905412197113,0.5350812077522278,0.12663164734840393,-0.17040657997131348,0.2011318951845169,-0.20970368385314941,-0.2335515022277832]"
1935,http://www.wikidata.org/entity/Q21821415,Elderly Man in a Figure-8 collar 'à la confusion',[],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1936,http://www.wikidata.org/entity/Q21877214,Old man with beard and beret and hand in his cloak,[],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1937,http://www.wikidata.org/entity/Q3937684,Portrait of a family,[Paintings],"[0.3175022602081299,-0.4089169204235077,-0.0833781361579895,-0.18176916241645813,0.6223992109298706,0.21144700050354004,-0.1737215369939804,0.8496149778366089,-0.39961984753608704,0.3516095280647278]"
1938,http://www.wikidata.org/entity/Q3381914,periorbital puffiness,[Keyword],"[0.47910553216934204,0.1571974754333496,-0.2706087827682495,0.21742074191570282,0.30862703919410706,0.1553449034690857,0.007112056016921997,0.611038088798523,-0.5921552777290344,-0.31683608889579773]"
1939,http://www.wikidata.org/entity/Q3950662,Saskia van Uylenburgh in Arcadian Costume,[Paintings],"[1.151657223701477,-0.20559409260749817,0.21113812923431396,0.32164424657821655,0.4659231901168823,0.2489737868309021,-0.14333070814609528,0.38140636682510376,-0.07627494633197784,-0.3106965720653534]"
1940,http://www.wikidata.org/entity/Q12321255,canvas,"[Keyword,Material]","[0.8223127126693726,-0.17941202223300934,-0.23394405841827393,0.21182291209697723,0.5211449861526489,0.4299904704093933,-0.06034742295742035,0.1460086703300476,0.19924846291542053,-0.0073622167110443115]"
1941,http://www.wikidata.org/entity/Q28532552,Judith,[Keyword],"[0.30370795726776123,0.15263432264328003,0.018160879611968994,-0.2555985450744629,1.159903645515442,0.08425095677375793,-0.6254607439041138,0.5090990662574768,0.008904591202735901,-0.29286283254623413]"
1942,http://www.wikidata.org/entity/Q21993676,null,[],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1943,http://www.wikidata.org/entity/Q4817,column,[Keyword],"[0.3378836512565613,0.10734045505523682,-0.03902657330036163,-0.12141728401184082,0.6296747326850891,-0.19370412826538086,0.029918551445007324,0.9563806056976318,0.6739156246185303,0.2190423607826233]"
1944,http://www.wikidata.org/entity/Q21467968,"Portrait of a 40-year-old Woman, possibly Marretje Cornelisdr van Grotewal",[Paintings],"[0.846432626247406,-0.18745698034763336,-0.18026788532733917,0.26421910524368286,0.6498996019363403,0.2596903145313263,-0.6744948029518127,0.19228507578372955,-0.1616034358739853,-0.20287519693374634]"
1945,http://www.wikidata.org/entity/Q685038,Kunsthaus Zürich (building),[Collection],"[0.980748176574707,-0.3847435712814331,-0.05541488528251648,0.5775907635688782,0.11929745972156525,0.1858767569065094,0.20237520337104797,-0.30774015188217163,-0.12165749073028564,0.07532763481140137]"
1946,http://www.wikidata.org/entity/Q160236,Metropolitan Museum of Art,[Collection],"[0.7559350728988647,0.11305426061153412,-0.2648097574710846,0.6298408508300781,0.4866449534893036,-0.12508074939250946,0.06240756809711456,0.3510294258594513,0.013719864189624786,-0.017284005880355835]"
1947,http://www.wikidata.org/entity/Q1194132,tassel,[Keyword],"[1.0909992456436157,-0.1325395554304123,-0.09505100548267365,0.21711024641990662,0.44542813301086426,-0.3431043326854706,-0.4357641637325287,0.3903498351573944,0.4448772370815277,0.06616905331611633]"
1948,http://www.wikidata.org/entity/Q19905459,Portrait of a Woman,[Paintings],"[0.6925522089004517,0.030853241682052612,-0.19851800799369812,0.244982048869133,0.6584593057632446,0.17394374310970306,-0.33808434009552,0.3860855996608734,0.03925143927335739,-0.09611508250236511]"
1949,http://www.wikidata.org/entity/Q7095,Śródmieście,[City],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1950,http://www.wikidata.org/entity/Q21467975,"Portrait of a Bearded Man in a Wide-Brimmed Hat, probably Pieter Seijen (1592-1652)",[Paintings],"[0.7442301511764526,-0.0629195123910904,-0.36533355712890625,0.20795080065727234,0.6831195950508118,0.26433059573173523,-0.14426910877227783,0.11310672014951706,-0.12028983235359192,-0.16046971082687378]"
1951,http://www.wikidata.org/entity/Q647,Rennes,[City],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1952,http://www.wikidata.org/entity/Q768446,Corcoran Gallery of Art,[Collection],"[1.0828994512557983,0.18751105666160583,-0.47286051511764526,0.018745288252830505,0.4549214243888855,0.4103616774082184,-0.38051357865333557,-0.2524357736110687,-0.35191795229911804,0.058838531374931335]"
1953,http://www.wikidata.org/entity/Q21856746,Portrait of Constantijn Huygens,[],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1954,http://www.wikidata.org/entity/Q30057555,null,[],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1955,http://www.wikidata.org/entity/Q195311,National Museum in Kraków,[Collection],"[0.36171430349349976,-0.1498837023973465,-0.0049211978912353516,0.34944069385528564,0.3058835566043854,-0.254684180021286,0.39009329676628113,0.577894926071167,0.12931182980537415,-0.3568861186504364]"
1956,http://www.wikidata.org/entity/Q174876,breastfeeding,[Keyword],"[-0.17158599197864532,-0.9970207214355469,-0.30888885259628296,0.457091748714447,-0.17993177473545074,0.592628538608551,0.4822938144207001,0.2547834515571594,-0.5089941024780273,-0.34665101766586304]"
1957,http://www.wikidata.org/entity/Q2839016,allegory,[Genre],"[1.0714045763015747,-0.127340629696846,-0.4729973077774048,-0.3395267128944397,0.30037814378738403,0.052802443504333496,0.13736437261104584,0.4645388126373291,0.12040501832962036,-0.7265051603317261]"
1958,http://www.wikidata.org/entity/Q1553,Nebraska,[City],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1959,http://www.wikidata.org/entity/Q1794,Frankfurt am Main,[City],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1960,http://www.wikidata.org/entity/Q21830370,Study of the head of a bearded old man,[],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1961,http://www.wikidata.org/entity/Q21834502,Rembrandt's Sister in Oriental Dress,[],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1962,http://www.wikidata.org/entity/Q21541051,Landscape with a Church,[Paintings],"[0.9854555130004883,-0.561126708984375,0.18480435013771057,0.021013230085372925,0.7503460645675659,0.07210704684257507,-0.033741295337677,0.13028445839881897,-0.06841769814491272,-0.20267832279205322]"
1963,http://www.wikidata.org/entity/Q3905873,Artist in his studio,[Paintings],"[0.7339028120040894,0.07251790165901184,-0.19503402709960938,0.3644340932369232,0.12378436326980591,0.49612167477607727,-0.2769712209701538,-0.08643802255392075,-0.4034118354320526,0.17197492718696594]"
1964,http://www.wikidata.org/entity/Q425548,palette,[Keyword],"[0.81818687915802,0.05681762099266052,-0.18122008442878723,0.4926280081272125,0.3140416741371155,0.47328490018844604,-0.30005085468292236,0.08921254426240921,-0.3170372545719147,-0.13778118789196014]"
1965,http://www.wikidata.org/entity/Q408,Australia,[Country],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1966,http://www.wikidata.org/entity/Q161775,Stephen,[Keyword],"[0.33856168389320374,-0.03855891525745392,-1.1206507682800293,0.0324326753616333,-0.11012446880340576,0.37364548444747925,-0.02645552158355713,0.6547956466674805,0.23754644393920898,-0.0411095917224884]"
1967,http://www.wikidata.org/entity/Q649,Moscow,[City],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1968,http://www.wikidata.org/entity/Q516992,cloak,[Keyword],"[0.1771753579378128,0.008356630802154541,-0.25945180654525757,0.5213135480880737,0.12655821442604065,0.1988692581653595,-0.023394465446472168,0.3382667005062103,-0.4193953573703766,-0.34701892733573914]"
1969,http://www.wikidata.org/entity/Q746628,studio,[Keyword],"[0.9899392127990723,-0.31136786937713623,-0.08732351660728455,0.5561567544937134,-0.20614156126976013,0.7472771406173706,-0.07624337077140808,-0.2814832329750061,-0.22550423443317413,-0.12320700287818909]"
1970,http://www.wikidata.org/entity/Q3326291,handlebar moustache,[Keyword],"[0.9865497350692749,-0.44706806540489197,-0.03816796839237213,0.21591171622276306,0.1572217494249344,0.12459588050842285,-0.1676977276802063,0.7976453304290771,-0.5501463413238525,0.3772553503513336]"
1971,http://www.wikidata.org/entity/Q897,gold,[Material],"[0.22481684386730194,0.3299056887626648,-0.46455252170562744,0.2417449802160263,-0.09637470543384552,0.5427375435829163,-0.17785146832466125,-0.055736035108566284,-0.2859271764755249,-0.31656068563461304]"
1972,http://www.wikidata.org/entity/Q20198794,Portrait of Joris de Caullery,[Paintings],"[0.5052581429481506,-0.0566408634185791,-0.08345571160316467,0.37488609552383423,0.9561214447021484,-0.02853807620704174,-0.4745345413684845,0.17108753323554993,-0.48275530338287354,-0.12105393409729004]"
1973,http://www.wikidata.org/entity/Q12271,architecture,[Keyword],"[0.5977271199226379,-0.5641865134239197,-0.20222504436969757,0.04814028739929199,0.2028440535068512,0.06578695774078369,-0.0387548953294754,0.01060978788882494,-0.8045084476470947,0.29600536823272705]"
1974,http://www.wikidata.org/entity/Q21806478,The Adoration of the Magi (copy?),[],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1975,http://www.wikidata.org/entity/Q927207,Parable of the Hidden Treasure,[],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1976,http://www.wikidata.org/entity/Q414,Argentina,[Country],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1977,http://www.wikidata.org/entity/Q656,Saint Petersburg,[City],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1978,http://www.wikidata.org/entity/Q1149531,bonnet,[Keyword],"[0.18206965923309326,-0.0454137921333313,0.08751881122589111,-0.03397059440612793,0.29450249671936035,0.332736074924469,0.07319307327270508,0.2558876574039459,0.0018586814403533936,-0.12404167652130127]"
1979,http://www.wikidata.org/entity/Q1148687,Potiphar,[Keyword],"[0.24473781883716583,-1.1004090309143066,-0.33968549966812134,0.26383650302886963,0.19959896802902222,-0.18493540585041046,0.34362462162971497,0.587790846824646,-0.05683349817991257,0.30180609226226807]"
1980,http://www.wikidata.org/entity/Q170483,sailing ship,[Keyword],"[1.1821929216384888,-0.028240472078323364,-0.39073920249938965,0.7740836143493652,0.019798042252659798,-0.245438814163208,-0.07792492210865021,-0.2500724494457245,-0.47594547271728516,0.2283463478088379]"
1981,http://www.wikidata.org/entity/Q849424,ship captain,[Keyword],"[0.2443089336156845,-0.07051479816436768,-0.3945525884628296,0.5056959390640259,0.8037192821502686,-0.031044859439134598,-0.4812433421611786,0.21295541524887085,-0.6966716051101685,-0.43057429790496826]"
1982,http://www.wikidata.org/entity/Q21980372,Portrait of an old man with his hand in his jacket,[],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1983,http://www.wikidata.org/entity/Q51624,Resurrection of Jesus,[Keyword],"[0.7389059066772461,0.21630921959877014,-0.6227113604545593,-0.02914639189839363,0.165750190615654,0.6553736925125122,-0.08286000043153763,-0.4630950093269348,-0.2566030025482178,0.053884297609329224]"
1984,http://www.wikidata.org/entity/Q21409404,Self-portrait with Feathered Beret,[Paintings],"[0.7033950090408325,-0.420815646648407,-0.20401394367218018,0.014153927564620972,0.4996396601200104,0.18959897756576538,-0.4078790843486786,0.29837653040885925,-0.5211204290390015,-0.047564417123794556]"
1985,http://www.wikidata.org/entity/Q29917713,null,[],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1986,http://www.wikidata.org/entity/Q19365078,Portrait of Baertje Martens,[Paintings],"[0.6565696001052856,-0.062842458486557,-0.19151970744132996,0.06154415011405945,0.44030389189720154,0.04784294217824936,-0.31038782000541687,0.4764849543571472,0.050301581621170044,-0.2602011263370514]"
1987,http://www.wikidata.org/entity/Q20537194,A Young Woman Resting her Hands on the Picture Frame,[Paintings],"[0.7684091329574585,0.024041444063186646,-0.02975451946258545,0.4061756730079651,0.7531490325927734,0.11650287359952927,-0.5723608136177063,0.2830355763435364,-0.026677684858441353,-0.3556331694126129]"
1988,http://www.wikidata.org/entity/Q21520109,A Bearded Man in a Cap,[Paintings],"[0.8936185836791992,-0.09958666563034058,-0.1936243325471878,0.1726139336824417,0.4896792471408844,0.23571231961250305,-0.35959458351135254,0.16774046421051025,0.03439559042453766,-0.2599662244319916]"
1989,http://www.wikidata.org/entity/Q21543467,Rembrandt leaning on a Windowsill,[Paintings],"[0.8251314759254456,-0.09284333884716034,0.039149150252342224,0.2807081937789917,0.42731621861457825,0.2224738895893097,-0.19761453568935394,0.11320982873439789,-0.08307226002216339,-0.43519240617752075]"
1990,http://www.wikidata.org/entity/Q19421160,Portrait of Oopjen Coppit,[Paintings],"[0.6156043410301208,-0.4025867283344269,-0.023793518543243408,0.13308751583099365,0.38489535450935364,0.4646809995174408,-0.23752257227897644,0.37985220551490784,-0.0629473403096199,-0.20890259742736816]"
1991,http://www.wikidata.org/entity/Q169031,glove,[Keyword],"[0.8730266094207764,-0.004624843597412109,-0.44675740599632263,0.03762109577655792,0.6015340089797974,0.28101158142089844,0.011386055499315262,0.06642922013998032,-0.2450956404209137,-0.20863866806030273]"
1992,http://www.wikidata.org/entity/Q711529,Jeremias de Decker,[Keyword],"[0.48157981038093567,0.208509162068367,-0.6947091817855835,0.39775562286376953,0.2637091875076294,-0.03249359503388405,-0.4858715832233429,0.26434847712516785,-0.3276776373386383,-0.3957131505012512]"
1993,http://www.wikidata.org/entity/Q207651,executioner,[Keyword],"[0.6036354899406433,-1.1440958976745605,0.11423523724079132,0.21223023533821106,0.20570015907287598,0.46173426508903503,-0.2805759310722351,0.16400977969169617,-0.13109584152698517,-0.10606354475021362]"
1994,http://www.wikidata.org/entity/Q21409402,Self-portrait with Beret and Red Cloak,[Paintings],"[0.7792218923568726,-0.37011808156967163,-0.40229135751724243,0.09560421109199524,0.6560842990875244,-0.07297263294458389,-0.24826984107494354,0.2846406400203705,-0.29893338680267334,0.052490800619125366]"
1995,http://www.wikidata.org/entity/Q21481711,"Self-portrait with beret, gold chain, and medal",[Paintings],"[0.8211734294891357,-0.22143223881721497,-0.24148671329021454,0.2131916880607605,0.7807857394218445,-0.10222543776035309,-0.4094711244106293,0.1805858463048935,-0.4598751664161682,0.0734395682811737]"
1996,http://www.wikidata.org/entity/Q300703,Aachen-Mitte,[City],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1997,http://www.wikidata.org/entity/Q87739593,(Self-)Portrait of Rembrandt with a sketchbook,[],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1998,http://www.wikidata.org/entity/Q87463160,Portrait of a Man holding a Hat,[],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1999,http://www.wikidata.org/entity/Q12280,bridge,[Keyword],"[0.5576000809669495,-0.0031822621822357178,-0.22344861924648285,-0.027069419622421265,0.1529971957206726,0.14685527980327606,0.04446219280362129,-0.23060980439186096,0.09128960967063904,-0.14404746890068054]"
2000,http://www.wikidata.org/entity/Q21705208,Bust of an Old Man Wearing a Red Hat,[],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
2001,http://www.wikidata.org/entity/Q11190,medicine,[Keyword],"[0.0762932077050209,-0.2181265503168106,0.06478074193000793,0.45451194047927856,0.22829216718673706,-0.16167981922626495,-0.12076777219772339,0.5130910873413086,0.09602522850036621,-0.3540492355823517]"
2002,http://www.wikidata.org/entity/Q47369,harp,[Keyword],"[0.8834277391433716,-0.24954843521118164,-0.4254074990749359,-0.11740434914827347,-0.08209189772605896,-0.007148340344429016,-0.41900497674942017,0.7199042439460754,0.03747459501028061,-0.4008362591266632]"
2003,http://www.wikidata.org/entity/Q7759351,The Raising of Lazarus,[Paintings],"[0.49623751640319824,-0.5856723785400391,-0.4602164030075073,0.03771074488759041,0.36755767464637756,0.20472337305545807,-0.4037589728832245,0.5518925189971924,-0.5065852999687195,0.26801827549934387]"
2004,http://www.wikidata.org/entity/Q1587724,soul patch,[Keyword],"[0.5769885778427124,-0.9287472367286682,-0.595103919506073,0.0640217512845993,0.11687594652175903,0.35611653327941895,-0.08764797449111938,0.3453066945075989,-0.5018913149833679,0.4966525435447693]"
2005,http://www.wikidata.org/entity/Q30093879,null,[],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
2006,http://www.wikidata.org/entity/Q21519130,Portrait of a woman in military costume,[Paintings],"[0.8416849374771118,-0.20033301413059235,-0.317112535238266,-0.03406505286693573,0.7190127372741699,0.21216732263565063,-0.49913010001182556,0.30911877751350403,0.016049489378929138,-0.10278388857841492]"
2007,http://www.wikidata.org/entity/Q17334391,Joseph relating his dreams to his parents and brothers,[Paintings],"[0.41466373205184937,-0.4442255198955536,-0.27225083112716675,0.4676862955093384,-0.00962647795677185,0.047211527824401855,-0.2283283770084381,0.49432146549224854,-0.24751853942871094,-0.09534522891044617]"
2008,http://www.wikidata.org/entity/Q18225459,Portrait of a woman with a lap dog,[Paintings],"[0.6041335463523865,-0.1342228651046753,-0.13358576595783234,0.3605484664440155,0.6561923027038574,-0.0744147002696991,-0.13558998703956604,0.28925126791000366,-0.03901033103466034,-0.13526397943496704]"
2009,http://www.wikidata.org/entity/Q163966,Mitte,[City],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
2010,http://www.wikidata.org/entity/Q21831247,Old man with beard and turban,[],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
2011,http://www.wikidata.org/entity/Q37320,Cleveland,[City],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
2012,http://www.wikidata.org/entity/Q3172759,traditional costume,[Keyword],"[0.1739979386329651,-0.9077457785606384,-0.2932882308959961,-0.07454845309257507,0.17802825570106506,-0.7969117164611816,0.3350412845611572,0.4364292323589325,-0.46400198340415955,-0.31707993149757385]"
2013,http://www.wikidata.org/entity/Q41819,Kansas City,[City],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
2014,http://www.wikidata.org/entity/Q731126,J. Paul Getty Museum,[Collection],"[0.534252405166626,0.2943742871284485,-0.3484596610069275,0.49646610021591187,0.6621797680854797,0.26401370763778687,-0.12764394283294678,0.286551833152771,-0.2994915544986725,-0.1666639745235443]"
2015,http://www.wikidata.org/entity/Q733786,monk,[Keyword],"[0.7726205587387085,-0.5076407790184021,-0.33738207817077637,0.3576366901397705,0.1003294438123703,0.18114715814590454,0.004456132650375366,-0.12116947770118713,0.0893370509147644,-0.23623880743980408]"
2016,http://www.wikidata.org/entity/Q3937450,Portrait of Agatha Bas,[Paintings],"[0.5429885983467102,-0.5861913561820984,0.4699622392654419,0.4465219974517822,0.6404895782470703,0.42009466886520386,0.17043504118919373,-0.2614315450191498,0.15235015749931335,-0.2558135688304901]"
2017,http://www.wikidata.org/entity/Q55934339,Glasgow City,[City],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
2018,http://www.wikidata.org/entity/Q20980830,Europeana 280,[Exhibition],"[0.44189396500587463,0.848968505859375,-0.7339397668838501,0.19738858938217163,0.2520955801010132,0.14744706451892853,0.39115452766418457,0.2733362317085266,0.6115620136260986,-0.354087233543396]"
2019,http://www.wikidata.org/entity/Q52943,conversation,[Keyword],"[0.5100398659706116,-0.18534651398658752,-0.008322179317474365,-0.11625678837299347,-0.08771553635597229,1.0709812641143799,0.5852980613708496,0.10269619524478912,-0.0809236466884613,-0.15967883169651031]"
